8,1683.02,380.116,1220876,
8,1528.11,375.854,1303205,
8,1558.98,363.917,1307901,
8,1589.95,394.526,1374011,
8,1629.82,394.754,1253559,
8,1474.69,372.613,1219188,
8,1626.62,381.077,1192204,
8,1641.01,383.346,1274243,
8,1593.89,355.776,1105532,
8,1682.4,393.948,1293369,
8,1573.27,389.999,1199619,
8,1579.58,348.058,1241470,
8,1598.26,365.491,1193460,
8,1679.36,394.242,1246438,
8,1558.32,385.57,1144568,
8,1574.89,367.606,1155078,
8,1589.79,377.896,1329853,
8,1568.18,375.656,1189415,
8,1585.43,386.88,1248611,
8,1640.08,386.652,1175221,
8,1576.41,370.133,1357092,
8,1601.64,370.418,1208080,
8,1638.63,373.615,1211355,
8,1605.23,398.917,1219095,
8,1616.78,378.503,1213127,
8,1603.97,382.885,1358469,
8,1599.94,376.808,1194078,
8,1704.97,395.295,1212302,
8,1592.26,354.451,1248344,
8,1591.17,386.74,1314869,
8,1581.7,379.859,1077217,
8,1617.28,393.449,1252930,
8,1617.83,379.484,1242906,
8,1572.09,387.984,1214031,
8,1562.19,371.95,1448442,
8,1478.4,366.536,1220995,
8,1637.8,376.942,1346007,
8,1535.1,343.333,1407563,
8,1686.6,394.607,1302101,
8,1597.26,374.831,1218096,
8,1636.69,371.879,1308205,
8,1630.31,385.537,1168787,
8,1627.88,373.453,1141300,
8,1623.71,371.929,1243254,
8,1664.92,375.531,1199838,
8,1557.06,349.194,1378046,
8,1699.72,397.111,1224849,
8,1692.51,378.802,1245497,
8,1623.95,374.799,1264165,
8,1500.53,357.105,1151612,
8,1735.76,394.911,1161204,
8,1587.32,382.984,1565808,
8,1586.56,355.255,1333411,
8,1725.33,365.403,1235532,
8,1606.95,373.307,1286263,
8,1627.78,359.046,1264403,
8,1602.72,375.716,1147819,
8,1675.87,401.994,1220672,
8,1533.3,358.463,1238579,
8,1567.95,356.18,1292593,
8,1626.82,355.407,1289288,
8,1683.54,371.45,1154349,
8,1654.88,380.57,1275352,
8,1585.88,389.863,1189345,
8,1643.74,382.541,1283151,
8,1641.29,388.093,1219610,
8,1629.36,359.076,1165776,
8,1527.23,355.07,1222425,
8,1579.67,360.18,1123791,
8,1623.55,373.165,1258158,
8,1511.2,374.31,1082062,
8,1522.32,358.787,1138780,
8,1563.18,372.422,1106209,
8,1594.44,365.651,1279854,
8,1565.71,380.354,1308211,
8,1671.36,370.313,1135901,
8,1635.65,386.286,1275992,
8,1653.45,385.216,1257352,
8,1641.57,364.203,1298527,
8,1595.11,372.304,1373805,
8,1661.39,384.24,1247757,
8,1636.67,385.447,1267619,
8,1644.87,396.978,1111719,
8,1532.66,366.646,1163524,
8,1600.02,365.703,1154128,
8,1746.25,368.926,1210531,
8,1717.64,394.756,1238570,
8,1540.17,390.78,1171598,
8,1609.71,372.957,1110282,
8,1514.05,385.251,1051885,
8,1660.74,389.319,1222650,
8,1675.51,363.686,1173521,
8,1675.96,361.763,1233845,
8,1619.19,374.107,1085550,
8,1562.54,383.041,1087701,
8,1608.96,388.319,1175793,
8,1681.57,379.563,1197112,
8,1646.04,397.971,1189663,
